漢字,訓読み
祕,"ひ（める）,かく（す）,ひそ（か）"
竝,"なら（びに）,なら（ぶ）,なら（べる）"
神,
悅,よろこ（ぶ）
益,ま（す）
淚,
淨,きよ（い）
將,"ひき（いる）,まさ（に）"
陷,"おちい（る）,おとしい（れる）"
淺,あさ（い）
專,もっぱ（ら）
敏,"さと（い）,と（し）"
敕,いまし（める）
麥,
朗,"ほが（らか）,あき（らか）,たか（らか）"
處,"お（く）,お（る）"
祥,"きざ（し）,さいわ（い）"
條,
從,"したが（う）,したが（える）"
晝,
梅,
敍,の（べる）
帶,お（びる）
國,
參,"まい（る）,まじ（わる）"
產,"う（まれる）,う（む）"
淸,"きよ（い）,きよ（まる）,きよ（める）,さや（か）,す（む）"
殺,"ころ（す）,あや（める）,けず（る）,そ（ぐ）,そ（げる）"
脫,"ぬ（ぐ）,ぬ（げる）"
敎,"おし（える）,おそ（わる）"
圈,かこ（い）
硏,"と（ぐ）,みが（く）"
晚,"おそ（い）,く（れ）"
連,"つら（なる）,つら（ねる）,つ（れる）,しき（りに）"
巢,
區,
假,か（す）
壻,
單,ひと（つ）
喝,"おど（す）,しか（る）"
曾,"かさ（なる）,かつ（て）,すなわ（ち）,ま（す）"
稅,
都,すべ（て）
堯,たか（い）
盜,"ぬす（む）,と（る）"
晴,"は（らす）,は（れる）"
猪,
發,"あば（く）,た（つ）,はな（つ）,ひら（く）"
勞,"いたわ（る）,つか（れる）,ねぎら（う）,はたら（く）"
殼,
棧,
插,"さ（す）,さしはさ（む）,す（げる）,はさ（む）"
爲,"す（る）,つく（る）,な（す）,な（る）"
畫,"えが（く）,かぎ（る）,か（く）,はか（る）"
搜,さが（す）
惱,"なや（ます）,なや（む）"
割,"わ（る）,わ（れる）,さ（く）"
剩,"あま（す）,あまつさ（え）,あま（る）"
窗,
渚,
黃,
虛,"うつ（ける）,うつ（ろ）,むな（しい）"
絲,
萬,
逸,"うしな（う）,すぐ（れる）,そ（らす）,そ（れる）,はぐ（れる）,はし（る）,はや（る）"
琢,みが（く）
殘,"のこ（す）,のこ（る）,そこ（なう）"
貳,ふた（つ）
圍,"かこ（う）,かこ（む）"
壹,ひと（つ）
惠,めぐ（む）
渴,"かわ（く）,むさぼ（る）"
揭,かか（げる）
視,み（る）
著,"あらわ（す）,いちじる（しい）,き（る）,つ（く）"
隆,"さか（ん）,たか（い）"
黑,くろ（い）
惡,"わる（い）,あ（し）,いずく（んぞ）,にく（む）"
靖,"やす（い）,やす（らか）,やす（んじる）"
愼,"つつし（む）,つつま（しい）,つつま（しやか）"
塚,
腦,
肅,つつし（む）
飯,くら（う）
廉,"いさぎよ（い）,やす（い）"
溫,"あたた（か）,あたた（かい）,あたた（まる）,あたた（める）,たず（ねる）,つつ（む）,ぬく（い）,ぬく（まる）,ぬく（める）,ぬる（い）"
傳,"つた（う）,つた（える）,つた（わる）"
裝,"よそお（う）,よそ（う）"
碎,"くだ（く）,くだ（ける）"
當,"あ（たる）,あ（てる）,まさ（に）"
碑,
搖,"ゆ（さぶる）,ゆ（すぶる）,ゆ（する）,ゆ（らぐ）,ゆ（る）,ゆ（るぐ）,ゆ（れる）"
溪,
經,"へ（る）,おさ（める）,た（つ）"
甁,
祿,さいわ（い）
鄕,
勤,"つと（まる）,つと（める）,いそ（しむ）,つと（め）"
會,"あ（う）,あつ（まる）,あつ（める）"
飮,"の（む）,の（ます）,みずか（う）"
亂,"みだ（す）,みだ（れる）,みだ（りに）"
煮,"に（える）,に（やす）,に（る）"
廊,
虜,
暑,あつ（い）
號,さけ（ぶ）
與,"あた（える）,あずか（る）,くみ（する）"
圓,"まる（い）,つぶら（か）,まど（か）,まろ（やか）"
奧,
禍,わざわ（い）
嘆,"なげ（かわしい）,なげ（く）"
署,しる（す）
綠,
寬,"くつろ（ぐ）,ひろ（い）,ゆる（やか）"
褐,
蓮,
塀,
臺,
福,さいわ（い）
滯,とどこお（る）
漢,
滿,"み（たす）,み（ちる）"
禎,さいわ（い）
精,"くわ（しい）,しら（げる）"
僧,
飼,"か（う）,やしな（う）"
遙,"さまよ（う）,とお（い）,なが（い）,はる（か）"
賓,したが（う）
實,"み（ちる）,みの（る）"
槇,
瑤,
榮,"さか（える）,は（え）,は（える）,は（やす）"
齊,"ととの（える）,ひと（しい）"
圖,はか（る）
慘,"みじ（め）,いた（ましい）,いた（む）,むご（い）"
奬,すす（める）
粹,
稱,"あ（げる）,かな（う）,たた（える）,とな（える）,はか（る）"
寢,"ね（かす）,ね（る）,みにく（い）,や（める）"
僞,いつわ（る）
團,まる（い）
盡,"つ（かす）,つ（きる）,つ（くす）,ことごと（く）,すが（れる）"
遞,"か（わる）,たが（いに）"
輕,"かる（い）,かろ（やか）"
壽,"いのちなが（し）,ことほ（ぐ）,ひさ（しい）"
對,"こた（える）,そろ（い）,む（かう）"
舖,し（く）
德,
緖,
儉,"つづま（やか）,つま（しい）"
價,
澁,"しぶ（い）,しぶ（る）"
徵,め（す）
樞,
賣,"う（る）,う（れる）"
練,ね（る）
憎,"にく（い）,にく（しみ）,にく（む）,にく（らしい）"
彈,"はず（む）,ひ（く）,ただ（す）,はじ（く）,はじ（ける）,はず（み）"
層,かさ（なる）
墨,
醉,よ（う）
樣,
穀,
節,
樓,
髮,
緣,よ（る）
銳,"するど（い）,はや（い）"
歐,は（く）
墮,"お（ちる）,お（とす）,お（ろす）,こぼ（つ）"
稻,
毆,"う（つ）,たた（く）,なぐ（る）"
樂,"たの（しい）,たの（しむ）,かな（でる）,この（む）"
齒,
廣,"ひろ（い）,ひろ（がる）,ひろ（げる）,ひろ（まる）,ひろ（める）"
廢,"すた（る）,すた（れる）,や（める）"
寫,"うつ（す）,うつ（る）"
劍,
瘦,"や（せる）,こ（ける）,ほそ（い）"
增,"ふ（える）,ふ（やす）,ま（す）"
踐,ふ（む）
數,かぞ（える）
曆,
器,
曉,さと（る）
螢,
燈,"とぼ（す）,とも（す）,とも（る）"
遼,はる（か）
輸,"いた（す）,うつ（す）,おく（る）,ま（ける）"
諭,さと（す）
諸,
龜,
遲,"おく（らす）,おく（れる）,おそ（い）"
縣,
頻,"しき（りに）,しき（る）"
餘,"あま（す）,あま（る）"
賴,"たの（む）,たの（もしい）,たよ（る）,たよ（り）"
橫,よこ（たわる）
歷,へ（る）
勳,
澤,うるお（う）
勵,"はげ（ます）,はげ（む）"
謁,まみ（える）
據,よ（る）
擇,"えら（ぶ）,よ（る）"
豫,"あらかじ（め）,かね（て）"
龍,
學,まな（ぶ）
擔,"かつ（ぐ）,にな（う）"
錢,
錄,しる（す）
戰,"たたか（う）,おのの（く）,そよ（ぐ）"
隨,"したが（う）,まにま（に）"
獨,ひと（り）
默,"だま（る）,だんま（り）,もだ（す）"
險,けわ（しい）
燒,"や（く）,や（ける）,く（べる）"
鄰,とな（る）
衞,まも（る）
劑,ま（ぜる）
靜,"しず（か）,しず（まる）,しず（める）"
辨,"わきま（える）,わ（ける）"
謠,うた（う）
濕,"うるお（い）,うるお（す）,しめ（す）,しめ（る）"
聲,
總,"すべ（て）,す（べる）"
襃,ほ（める）
舊,"ふ（る）,ふる（い）,ふる（びる）"
繁,"しげ（る）,わずら（わしい）"
聰,さと（い）
薰,"かお（る）,た（く）"
膽,
擊,う（つ）
戲,"たわむ（れる）,ざ（れる）,たわ（ける）"
擧,"あ（がる）,あ（げる）,こぞ（って）,こぞ（る）"
壓,"お（さえる）,お（す）,へ（す）"
嶽,
穗,
濱,
檢,"あらた（める）,しら（べる）"
應,"こた（える）,まさ（に）"
鍊,ね（る）
潛,"ひそ（む）,もぐ（る）,くぐ（る）"
餠,
點,"た（てる）,つ（ける）,とぼ（す）,とぼ（る）,とも（る）"
縱,"はな（つ）,ゆる（す）,ゆる（める）,よし（んば）"
隸,したが（う）
彌,"あまね（し）,つくろ（う）,ひさ（しい）,わた（る）"
齋,"いつ（く）,つつし（む）"
隱,"かく（す）,かく（れる）"
營,いとな（む）
濟,"す（ます）,す（む）,すく（う）,な（す）,わた（す）,わた（る）"
禪,ゆず（る）
館,
斷,"ことわ（る）,た（つ）,さだ（める）"
鎭,"しず（まる）,しず（める）,おさ（え）"
醫,い（やす）
雙,"なら（ぶ）,ふた（つ）"
壘,かさ（ねる）
轉,"ころ（がす）,ころ（がる）,ころ（げる）,ころ（ぶ）,うた（た）,うつ（る）,こ（ける）,まろ（ぶ）"
歸,"かえ（す）,かえ（る）,おく（る）,とつ（ぐ）"
顏,
禮,うやま（う）
藝,う（える）
藥,
謹,つつし（む）
雜,"ま（じる）,ま（ぜる）"
藏,"おさ（める）,かく（れる）"
蟲,
豐,ゆた（か）
獵,"か（り）,か（る）"
擴,"ひろ（がる）,ひろ（げる）"
辭,"や（める）,ことわ（る）"
類,"たぐ（い）,たぐ（える）,に（る）"
關,かか（わる）
證,"あか（し）,あか（す）"
穩,"おだ（やか）,やす（らか）"
癡,"おろ（か）,し（れる）"
邊,あた（り）
瀧,
繩,ただ（す）
贊,"たす（ける）,たた（える）,ほ（める）"
難,"むずか（しい）,かた（い）,にく（い）,むつか（しい）"
贈,おく（る）
懷,"なつ（かしい）,なつ（かしむ）,なつ（く）,なつ（ける）,いだ（く）,おも（う）"
獸,
懲,"こ（らしめる）,こ（らす）,こ（りる）"
瀨,
勸,すす（める）
繪,えが（く）
壞,"こわ（す）,こわ（れる）,やぶ（る）,やぶ（れる）"
孃,
麵,
鬪,"たたか（う）,たたか（い）"
蘭,
齡,
黨,
譯,と（く）
壤,
嚴,"きび（しい）,おごそ（か）,いか（つい）,いかめ（しい）"
騷,"うれ（い）,さわ（ぐ）,ざわ（つく）,ぞめ（く）"
譽,"ほま（れ）,ほ（める）"
覺,"おぼ（える）,さ（ます）,さ（める）,さと（り）,さと（る）"
爐,
獻,"ささ（げる）,たてまつ（る）,まつ（る）"
犧,
觸,"さわ（る）,ふ（れる）"
寶,
繼,つ（ぐ）
釋,"お（く）,と（かす）,と（く）,ゆる（す）"
續,"つづ（く）,つづ（ける）,つ（ぐ）"
辯,"かた（る）,と（く）"
攝,"か（ねる）,か（わる）,と（る）"
權,"いきお（い）,はか（る）"
驅,"か（ける）,か（る）,お（う）"
櫻,
歡,よろこ（ぶ）
鷄,
欄,
屬,つ（く）
鐵,
疊,"たた（む）,かさ（なる）,かさ（ねる）"
鑄,い（る）
響,"ひび（く）,どよ（めく）"
臟,
竊,"ぬす（む）,ひそ（かに）"
覽,み（る）
穰,"みの（る）,ゆた（か）"
聽,"き（く）,ゆる（す）"
讀,よ（む）
體,
鑛,
變,"か（える）,か（わる）"
驛,
髓,
驗,ため（す）
顯,"あき（らか）,あらわ（す）,あらわ（れる）"
纖,"しな（やか）,ちい（さい）,ほそ（い）"
罐,
巖,けわ（しい）
戀,"こい（しい）,こ（う）"
靈,よ（い）
囑,たの（む）
觀,"しめ（す）,み（る）,み（せる）"
釀,かも（す）
讓,"ゆず（る）,せ（める）"
艷,"あで（やか）,うらや（む）,なまめ（かしい）"
灣,
鹽,
廳,
蠻,
蠶,
乂,"おさ（める）,か（る）,すぐ（れる）"
几,
匕,
匚,
于,"ここ（に）,ゆ（く）"
兀,たか（い）
孑,ひと（り）
尸,つかさど（る）
已,"すで（に）,はなは（だ）,や（む）"
幺,"おさな（い）,ちい（さい）"
弋,"う（かぶ）,くろ（い）,と（る）"
丫,
孒,
屮,めば（える）
弌,"ひと（つ）,はじ（め）"
丐,こ（う）
亢,"あ（がる）,あ（たる）,きわ（める）,たか（い）,たかぶ（る）"
仍,"かさ（なる）,しきり（に）,よ（って）,よ（りて）,よ（る）"
仄,"いや（しい）,かたむ（く）,かたわ（ら）,そばだ（つ）,ほの（か）,ほの（めかす）,ほの（めく）"
仆,"たお（れる）,ふ（す）"
仂,"あま（り）,つと（める）"
卅,
夬,"き（める）,わ（ける）"
夭,"うつく（しい）,わか（い）,わざわ（い）"
尹,"おさ（める）,ただ（す）"
弖,
戈,
扎,"かま（える）,ぬ（く）"
曰,"い（う）,いわ（く）,のたま（わく）"
毋,"な（い）,なか（れ）"
丕,"う（ける）,おお（きい）"
丱,おさな（い）
弍,"うたが（う）,つ（ぐ）,なら（ぶ）,ふた（つ）"
仗,"まも（り）,よ（る）"
仞,はか（る）
仭,はか（る）
仟,
冉,しな（やか）
刋,"き（る）,けず（る）"
匆,いそが（しい）
丗,
卉,さか（ん）
卮,
叮,ねんご（ろ）
叨,"みだり（に）,むさぼ（る）"
叭,
叺,
圦,
夲,
孕,"はら（む）,みごも（る）"
屶,
戉,
朮,
艾,"おさ（める）,か（る）,としよ（り）"
辷,すべ（る）
价,よ（い）
伉,"おご（る）,つよ（い）,なら（ぶ）"
伜,"たす（け）,にわ（か）"
冱,"こお（る）,さ（える）,さむ（い）"
凩,
刔,えぐ（る）
刎,"くびは（ねる）,は（ねる）"
匈,わる（い）
卍,
吁,なげ（く）
夸,"おご（る）,ほこ（る）"
奸,おか（す）
妁,
屹,そばだ（つ）
幵,たい（ら）
并,"あわ（せる）,なら（ぶ）"
忖,"おしはか（る）,はか（る）"
戍,まも（る）
戌,
扞,"おお（う）,ひ（く）,ふせ（ぐ）"
扛,"あ（げる）,かつ（ぐ）"
扣,"たた（く）,ひか（える）"
扠,"さ（す）,はさみと（る）"
扨,
朿,
朸,
朶,"うご（かす）,しだ（れる）"
汕,すく（う）
聿,"おさ（める）,の（べる）"
犲,
阡,しげ（る）
艸,
芍,
芒,"くら（い）,つか（れる）"
佚,"うしな（う）,たが（いに）,たの（しむ）,のが（れる）,やす（んずる）"
估,"あきな（う）,う（る）"
佝,"おろ（か）,ま（がる）"
佗,"にな（う）,わび（しい）,わ（びる）"
佇,"たたず（む）,たちど（まる）,ま（つ）"
佞,"おもね（る）,へつら（う）"
兌,"か（える）,するど（い）,よろこ（ぶ）"
冏,あき（らか）
刪,"えら（ぶ）,けず（る）"
劬,つか（れる）
劭,つと（める）
甸,"おさ（める）,か（り）,か（る）"
匣,
吽,
听,わら（う）
吭,
吼,ほ（える）
吮,"す（う）,な（める）"
吶,ども（る）
吩,"いいつ（ける）,ふ（く）"
吝,"お（しむ）,しわ（い）,やぶさ（か）"
呎,
囮,
坎,
圻,
址,
坏,
夾,"さしはさ（む）,はさ（む）"
妝,"よそお（い）,よそお（う）"
妣,
妍,うつく（しい）
孚,"かえ（す）,はぐく（む）"
孛,
尨,"おお（きい）,ま（じる）"
屁,
岌,たか（い）
岑,けわ（しい）
岔,
巫,
彷,"さまよ（う）,にかよ（う）"
忻,よろこ（ぶ）
忤,"さから（う）,もと（る）"
忸,"な（れる）,は（じる）"
忱,
忰,"かじか（む）,やつ（れる）"
扼,おさ（える）
抉,"えぐ（る）,こ（じる）"
找,"さおさ（す）,たず（ねる）"
抒,"く（む）,のぞ（く）,の（べる）"
抓,"か（く）,つね（る）,つま（む）,つ（む）"
抖,"あ（げる）,ふる（う）"
抃,う（つ）
抔,すく（う）
抛,"なげう（つ）,な（げる）,ほう（る）"
旱,かわ（く）
杙,
杣,
杠,
杞,
杆,
肛,は（れる）
肚,
肓,
汞,
汪,"おお（きい）,ひろ（い）,ふか（い）"
沍,"か（れる）,こお（る）"
沚,
沁,"し（みる）,ひた（す）"
汨,しず（む）
沂,
沐,"あら（う）,うるお（う）"
泛,"あまね（く）,う（かぶ）,う（かべる）,くつがえ（す）,ひろ（い）"
沛,たお（れる）
糺,"あざな（う）,ただ（す）"
瓧,
矣,
狄,
狆,
狃,"なら（う）,な（れる）"
阮,
阯,
阨,"くる（しむ）,せま（い）,ふさ（がる）"
邨,
疔,
芫,
芟,か（る）
芬,"かお（り）,かお（る）,こうば（しい）"
芦,
竍,
罕,まれ（に）
豕,
巵,
沪,こ（す）
删,"えら（ぶ）,けず（る）"
苆,
皁,くろ（い）
旰,"く（れる）,おそ（い）"
呏,
乖,"そむ（く）,もと（る）"
亟,すみ（やか）
佶,
侈,"おお（きい）,おご（る）"
侏,みじか（い）
侘,"ほこ（る）,わび（しい）,わ（びる）"
佻,"かる（い）,かるがる（しい）"
佩,"お（びる）,は（く）"
佰,
侑,"すす（める）,たす（ける）,むく（いる）,ゆる（す）"
佯,"いつわ（る）,さまよ（う）"
侖,おも（う）
冽,"さむ（い）,つめ（たい）"
凭,"もた（れる）,よ（る）"
刮,"けず（る）,こす（る）,こそ（げる）"
刳,"えぐ（る）,く（る）,さ（く）"
劼,"つつし（む）,つと（める）"
咏,うた（う）
呵,"しか（る）,ふ（く）,わら（う）"
咎,"とが（め）,とが（める）"
呟,つぶや（く）
呷,"あお（る）,す（う）"
呻,"うな（る）,うめ（く）"
咀,"あじ（わう）,か（む）"
呶,かまびす（しい）
咄,"しか（る）,したう（ち）"
咐,"いいつ（ける）,ふ（く）"
咆,ほ（える）
囹,
坩,
坡,
坿,ま（す）
妲,
姆,
孥,
岫,
帚,は（く）
帙,ふみづつ（み）
帑,
帛,
弩,
徂,"し（ぬ）,ゆ（く）"
彿,"にかよ（う）,ほの（か）"
忝,"かたじけな（い）,はずかし（める）"
忿,いか（る）
怡,"やわ（らぐ）,よろこ（ぶ）"
怙,たの（む）
怩,は（じる）
怛,"いた（む）,おどろ（く）"
怕,おそ（れる）
怫,"いか（る）,ふさ（ぐ）,もと（る）"
怦,
怏,うら（む）
怺,こら（える）
戔,そこ（なう）
拗,"こじ（れる）,す（ねる）,ねじ（ける）"
拑,"つぐ（む）,はさ（む）"
抻,の（ばす）
拆,"さ（く）,ひら（く）"
拈,"つま（む）,ひね（る）"
拌,"かきま（ぜる）,さ（ける）,す（てる）,わ（る）"
拊,"う（つ）,な（でる）"
拇,
抬,"もた（げる）,もちあ（げる）"
毟,むし（る）
杲,"あき（らか）,たか（い）"
昊,
昃,"かたむ（く）,ひるす（ぎ）"
杳,"くら（い）,はる（か）"
旻,
枌,
枉,"ま（がる）,ま（げて）,ま（げる）"
枋,
枡,
杪,"お（わり）,ちい（さい）"
杼,
枅,
虱,
肭,
肬,は（れる）
泓,"きよ（い）,ふか（い）"
泗,
沽,"う（る）,か（う）"
沮,"はば（む）,ふせ（ぐ）,も（れる）"
泝,さかのぼ（る）
泄,"な（れる）,も（らす）,も（れる）"
泅,およ（ぐ）
沱,
泪,
泯,"つ（きる）,ほろ（びる）"
沾,"うるお（う）,うるお（す）"
牀,
爬,"か（く）,は（う）"
軋,"きし（む）,きし（る）,くわ（しい）,こま（かい）"
矼,かた（い）
瓩,
氛,わざわ（い）
炙,"あぶ（る）,や（く）"
炒,"いた（める）,い（る）"
衫,
狎,"あなど（る）,な（らす）,な（れる）"
狒,
羌,
陂,かたむ（く）
邯,
邵,
邱,
疚,"ながわずら（い）,なや（む）,やま（しい）,や（む）"
疝,
籵,
歿,"お（わる）,し（ぬ）"
殀,
氓,
苡,
苳,
茉,
苜,
苻,
苣,
范,
苞,"つつ（み）,つつ（む）"
苙,
苟,"いやしく（も）,まこと（に）"
苹,
茆,
苴,"おぎな（う）,くろ（い）"
苺,
迚,とて（も）
迪,"みちび（く）,すす（む）,ふ（む）"
廸,"みちび（く）,すす（む）,ふ（む）"
竏,
秉,"と（る）,まも（る）"
盂,
罔,"あざむ（く）,くら（い）,し（いる）,な（い）"
穹,"おお（きい）,たか（い）,ふか（い）"
祀,"まつ（り）,まつ（る）"
刱,はじ（める）
幷,"あわ（せる）,なら（ぶ）"
拋,"なげう（つ）,な（げる）,ほう（る）"
卹,"あわ（れむ）,うれ（える）,めぐ（む）"
玫,
矻,はたら（く）
彽,たちもとお（る）
卻,"かえ（って）,しりぞ（く）,しりぞ（ける）"
圀,
俔,"うかが（う）,たと（える）"
俟,ま（つ）
俎,
俘,と（る）
俛,ふ（せる）
俑,いた（む）
俚,いや（しい）
俐,"かしこ（い）,さか（しい）"
俤,
俥,
兪,しか（り）
冑,
剏,はじ（める）
剄,くびき（る）
剋,"か（つ）,きざ（む）,きび（しい）,き（める）"
剌,"そむ（く）,もと（る）"
勁,つよ（い）
匍,"は（う）,はらば（う）"
厖,"あつ（い）,おお（きい）"
呱,な（く）
呰,そし（る）
哇,は（く）
咢,"いいあらそ（う）,おどろ（く）"
咸,ことごと（く）
咥,"か（む）,くわ（える）,わら（う）"
咬,"かじ（る）,か（む）"
哄,どよ（めき）
哈,すす（る）
咨,"なげ（く）,はか（る）"
咫,ちか（い）
哂,"あざわら（う）,わら（う）"
咤,"しか（る）,したう（ち）"
囿,
垓,
垠,
垤,
奕,"うつく（しい）,うれ（える）,おお（きい）,かさ（なる）"
奐,"あき（らか）,おお（きい）"
奎,
姨,
姜,
姙,"はら（む）,みごも（る）"
姚,うつく（しい）
孩,
屎,
屏,"おお（う）,しりぞ（く）,しりぞ（ける）"
峙,"そな（える）,そばだ（つ）,たくわ（える）"
庠,
弭,や（める）
弯,"ひ（く）,ま（がる）"
徊,さまよ（う）
很,"はなは（だ）,もと（る）"
徇,"したが（う）,とな（える）,めぐ（る）"
怎,いか（で）
怱,"あわ（てる）,いそ（ぐ）"
恪,つつし（む）
恟,おそ（れる）
恊,"おびや（かす）,かな（う）"
恍,"とぼ（ける）,ほの（か）"
恃,たの（む）
恤,"あわ（れむ）,うれ（える）,めぐ（む）"
恂,"おそ（れる）,またた（く）"
恬,"しず（か）,やす（い）,やす（らか）,やす（んずる）"
恫,"いた（む）,おど（かす）,おど（す）"
扁,ひら（たい）
拏,"つか（む）,と（らえる）,ひ（く）"
挌,"う（つ）,なぐ（る）"
拮,"せま（る）,はたら（く）"
拱,"こまぬ（く）,こまね（く）"
挂,か（ける）
拯,"すく（う）,たす（ける）"
拵,"こしら（える）,よ（る）"
畋,"か（り）,か（る）"
鳬,
斫,き（る）
朏,
昜,"あ（がる）,ひら（く）"
昴,
昶,の（びる）
昵,"ちか（づく）,なじ（む）"
昿,"あき（らか）,ひろ（い）,むな（しい）"
閂,
缸,
枴,
柯,
枷,
柤,
柞,
柩,
柮,
柬,"えら（ぶ）,えりわ（ける）"
枳,
柢,
柎,つ（ける）
柝,
枹,
枸,ま（がる）
胙,
胝,
胛,
胚,"はじ（め）,はら（む）"
胥,
胄,
胖,ゆた（か）
曷,"いずく（んぞ）,なん（ぞ）"
禹,
禺,
洸,ほの（か）
洽,"あまね（し）,うるお（う）,うるお（す）"
洌,"きよ（い）,さむ（い）"
洟,
洶,わ（く）
洵,まこと（に）
洒,"あら（う）,すす（ぐ）,そそ（ぐ）"
洫,
爰,"か（える）,ここ（に）"
癸,はか（る）
珈,かみかざ（り）
珀,
玻,
玳,
砒,
砌,
紆,"ま（がる）,ま（げる）,まつ（わる）,まと（う）,むす（ぼれる）,めぐ（る）"
紂,
牴,"あ（たる）,さわ（る）,ふ（れる）"
酊,よ（う）
瓰,
瓲,
瓮,
瓱,
炸,"さ（く）,さ（ける）,はじ（ける）"
炮,"あぶ（る）,や（く）"
炬,や（く）
炳,"あき（らか）,いちじる（しい）"
炯,"あき（らか）,ひか（る）"
衵,
袂,
衲,つくろ（う）
衽,
狢,
狡,"くる（う）,こす（い）,ずる（い）,わるがしこ（い）"
狠,"か（む）,もと（る）"
盻,"かえり（みる）,にら（む）"
眇,"おくぶか（い）,かす（か）,すが（める）,ちい（さい）,はる（か）"
眈,にら（む）
眄,"かえり（みる）,なが（める）,み（る）"
陋,"いや（しい）,せま（い）"
陌,
疣,は（れる）
疥,
殃,わざわ（い）
殄,"ことごと（く）,た（つ）,つ（きる）,つ（くす）"
茴,
茯,
茱,
荀,
荅,こた（える）
茲,"ここ（に）,しげ（る）,ま（す）"
茹,"う（だる）,く（う）,くさ（る）,ゆ（でる）"
茵,
荐,"あつ（まる）,かさ（ねる）,しき（りに）"
茗,よ（う）
茘,
茫,"とお（い）,はる（か）,ひろ（い）"
莽,"あら（い）,おお（きい）,くさぶか（い）"
迢,"とお（い）,はる（か）"
迥,"とお（い）,はる（か）"
竓,
竕,
秕,わる（い）
衍,"あふ（れる）,あま（り）,おお（きい）,し（く）,はびこ（る）,ひろ（い）,ひろ（がる）"
罘,
穽,
矜,"あわ（れむ）,つつし（む）,ほこ（る）"
臾,"しばら（く）,すす（める）,ひきと（める）,わず（か）"
舁,"か（く）,かつ（ぐ）"
姸,うつく（しい）
姮,
俞,しか（り）
竽,
紉,むす（ぶ）
挘,むし（る）
炷,"た（く）,や（く）"
烟,"けむ（い）,けむ（る）,けぶ（る）"
笋,
倚,"たの（む）,よ（る）"
倨,おご（る）
倔,つよ（い）
倪,
倥,"いそが（しい）,おろ（か）,ぬか（る）"
倅,"たす（け）,にわ（か）"
俶,"すぐ（れる）,はじ（める）,よ（い）"
倡,とな（える）
倩,"うつく（しい）,やと（う）"
倬,"あき（らか）,おお（きい）,たか（い）"
俾,にら（む）
俯,"ふ（す）,ふ（せる）,うつぶ（す）,うつむ（く）"
們,
倆,
冓,"かま（える）,く（む）"
冤,
冢,おお（きい）
凅,こお（る）
剞,きざ（む）
剔,"えぐ（る）,そ（る）"
勍,つよ（い）
叟,としよ（り）
哥,うた（う）
哦,うた（う）
唏,なげ（く）
唔,
哽,"ふさ（がる）,むせ（ぶ）"
哮,"たけ（る）,ほ（える）"
哭,な（く）
哢,さえず（る）
唳,な（く）
圄,とら（える）
埃,
埆,
埒,かこ（い）
奚,なん（ぞ）
奘,さか（ん）
娥,うつく（しい）
娟,"うつく（しい）,しな（やか）"
娑,
娜,しな（やか）
娉,"と（う）,めと（る）"
宦,つか（える）
宸,
屓,
峭,"きび（しい）,けわ（しい）"
峪,
恚,"いか（る）,うら（む）"
恁,か（かる）
恙,うれ（い）
悁,"あせ（る）,いか（る）"
悍,"あらあら（しい）,あら（い）,たけ（し）"
悃,
悚,おそ（れる）
悄,うれ（える）
悛,"あらた（める）,つつし（む）"
悖,"みだ（れる）,もと（る）"
悒,うれ（える）
悧,さか（しい）
悋,"お（しむ）,ねた（む）,やぶさ（か）"
拿,"つか（む）,と（らえる）,ひ（く）"
挈,ひっさ（げる）
捐,"あた（える）,か（う）,す（てる）"
捍,"ふせ（ぐ）,まも（る）"
捏,"こ（ねる）,つく（ねる）"
捩,"ねじ（る）,もじ（る）,よじ（る）"
旃,
旆,
旁,"あまね（し）,かたわ（ら）,ひろ（い）,よ（る）"
旄,"としよ（り）,はたかざ（り）"
晟,"あき（らか）,さか（ん）"
晁,
晏,"おそ（い）,やす（らか）"
耙,
耘,"くさぎ（る）,のぞ（く）"
栩,
栞,
桙,
框,
桎,
蚓,
蚪,
蚌,
蚩,"あなど（る）,おろ（か）,みだ（れる）,みにく（い）"
蚣,
蚋,
栲,
栫,ふさ（ぐ）
胱,
胯,"また（がる）,また（ぐ）"
胼,
韋,
浣,"あら（う）,すす（ぐ）"
浙,
涕,な（く）
涓,わず（か）
浹,"あまね（し）,うるお（う）,うるお（す）,とお（る）,めぐ（る）"
浚,"さら（う）,ふか（い）"
涅,"くろ（める）,そ（める）"
涎,
笏,
笆,
笊,
笄,
珮,
珥,さしはさ（む）
珞,
砠,
紊,"みだ（す）,みだ（れる）"
紕,"あやま（り）,かざ（り）,かざ（る）"
紜,みだ（れる）
耿,"あき（らか）,ひか（る）"
鬯,の（びる）
舫,もや（う）
烋,さいわ（い）
烝,"すす（める）,まつ（り）,む（す）"
烙,や（く）
訖,"いた（る）,お（わる）,つい（に）,や（む）"
訌,"うちわも（め）,みだ（れる）"
訐,あば（く）
衾,
袗,
袙,
袢,
袒,"かたぬ（ぐ）,はだぬ（ぐ）"
袍,
躬,みずか（ら）
狷,
倏,"すみ（やか）,たちま（ち）"
羔,
眛,くら（い）
眩,"くら（ます）,くら（む）,くるめ（く）,く（れる）,ま（う）,まど（う）,まばゆ（い）,まぶ（しい）"
陜,せま（い）
陝,
陟,"すす（む）,のぼ（らせる）,のぼ（る）"
陞,"のぼ（らせる）,のぼ（る）"
郛,
郢,
郤,
疳,
痃,
痂,
疸,
疽,
